village_id,mgnregs_days_per_hh
VIL018059,88.7
VIL018060,49.9
VIL018061,50.0
VIL018062,7.9
VIL018063,16.1
VIL018064,60.5
VIL018065,38.9
VIL018066,11.0
VIL018067,57.4
VIL018068,71.6
VIL018069,23.8
VIL018070,70.3
VIL018071,91.4
VIL018072,12.1
VIL018073,23.9
VIL018074,34.1
VIL018075,35.3
VIL018076,84.2
VIL018077,30.0
VIL018078,31.7
VIL018079,32.8
VIL018080,43.8
VIL018081,75.3
VIL018082,44.8
VIL018083,16.8
VIL018084,89.2
VIL018085,83.8
VIL018086,62.9
VIL018087,19.1
VIL018088,20.5
VIL018089,35.8
VIL018090,21.3
VIL018091,62.3
VIL018092,47.5
VIL018093,59.6
VIL018094,32.3
VIL018095,61.9
VIL018096,3.3
VIL018097,34.4
VIL018098,21.8
VIL018099,0.0
VIL018100,30.2
VIL018101,87.6
VIL018102,56.8
VIL018103,58.6
VIL018104,56.3
VIL018105,87.6
VIL018106,15.8
VIL018107,16.9
VIL018108,26.4
VIL018109,0.0
VIL018110,37.5
VIL018111,42.3
VIL018112,22.7
VIL018113,92.6
VIL018114,29.2
VIL018115,24.9
VIL018116,6.4
VIL018117,26.2
VIL018118,77.2
VIL018119,80.7
VIL018120,26.6
VIL018121,57.2
VIL018122,76.3
VIL018123,71.9
VIL018124,23.8
VIL018125,38.2
VIL018126,17.8
VIL018127,0.0
VIL018128,66.1
VIL018129,46.1
VIL018130,89.5
VIL018131,73.1
VIL018132,48.2
VIL018133,53.4
VIL018134,46.7
VIL018135,83.2
VIL018136,3.8
VIL018137,7.7
VIL018138,37.5
VIL018139,21.8
VIL018140,6.5
VIL018141,62.0
VIL018142,90.8
VIL018143,5.0
VIL018144,22.7
VIL018145,18.4
VIL018146,58.2
VIL018147,0.2
VIL018148,86.8
VIL018149,49.2
VIL018150,84.4
VIL018151,18.9
VIL018152,60.3
VIL018153,29.1
VIL018154,44.0
VIL018155,55.9
VIL018156,0.0
VIL018157,33.2
VIL018158,50.1
VIL018159,93.3
VIL018160,60.0
VIL018161,98.3
VIL018162,86.5
VIL018163,56.5
VIL018164,52.2
VIL018165,63.9
VIL018166,29.2
VIL018167,48.5
VIL018168,27.0
VIL018169,30.9
VIL018170,44.7
VIL018171,0.0
VIL018172,15.0
VIL018173,46.2
VIL018174,2.1
VIL018175,44.7
VIL018176,27.8
VIL018177,60.3
VIL018178,74.8
VIL018179,46.9
VIL018180,36.7
VIL018181,17.4
VIL018182,51.8
VIL018183,55.7
VIL018184,53.2
VIL018185,36.9
VIL018186,22.5
VIL018187,48.7
VIL018188,25.1
VIL018189,25.9
VIL018190,46.7
VIL018191,48.2
VIL018192,25.8
VIL018193,8.3
VIL018194,43.8
VIL018195,33.4
VIL018196,91.2
VIL018197,93.2
VIL018198,100.0
VIL018199,69.4
VIL018200,26.6
VIL018201,77.2
VIL018202,23.9
VIL018203,86.0
VIL018204,30.5
VIL018205,27.6
VIL018206,55.6
VIL018207,39.6
VIL018208,73.9
VIL018209,88.5
VIL018210,24.9
VIL018211,47.6
VIL018212,0.2
VIL018213,45.5
VIL018214,15.1
VIL018215,37.5
VIL018216,79.5
VIL018217,30.0
VIL018218,42.8
VIL018219,25.2
VIL018220,16.2
VIL018221,92.6
VIL018222,88.9
VIL018223,27.0
VIL018224,28.2
VIL018225,36.0
VIL018226,29.5
VIL018227,65.6
VIL018228,87.8
VIL018229,42.4
VIL018230,12.1
VIL018231,96.0
VIL018232,91.7
VIL018233,23.4
VIL018234,8.9
VIL018235,0.0
VIL018236,16.8
VIL018237,55.0
VIL018238,25.0
VIL018239,24.7
VIL018240,47.6
VIL018241,22.4
VIL018242,13.9
VIL018243,34.5
VIL018244,3.8
VIL018245,80.1
VIL018246,3.5
VIL018247,78.7
VIL018248,21.6
VIL018249,39.2
VIL018250,32.5
VIL018251,48.0
VIL018252,75.7
VIL018253,77.6
VIL018254,94.6
VIL018255,0.0
VIL018256,9.5
VIL018257,16.1
VIL018258,51.2
VIL018259,0.0
VIL018260,65.6
VIL018261,16.2
VIL018262,22.3
VIL018263,73.1
VIL018264,100.0
VIL018265,50.2
VIL018266,58.4
VIL018267,77.7
VIL018268,14.1
VIL018269,54.9
VIL018270,32.6
VIL018271,33.9
VIL018272,35.1
VIL018273,85.0
VIL018274,45.3
VIL018275,90.5
VIL018276,0.0
VIL018277,0.2
VIL018278,46.5
VIL018279,54.7
VIL018280,40.0
VIL018281,44.9
VIL018282,52.2
VIL018283,50.4
VIL018284,19.2
VIL018285,100.0
VIL018286,41.5
VIL018287,49.2
VIL018288,73.3
VIL018289,47.6
VIL018290,34.5
VIL018291,96.7
VIL018292,22.8
VIL018293,79.3
VIL018294,51.9
VIL018295,83.9
VIL018296,56.9
VIL018297,3.9
VIL018298,14.3
VIL018299,40.4
VIL018300,31.8
VIL018301,71.0
VIL018302,29.6
VIL018303,50.5
VIL018304,53.0
VIL018305,73.4
VIL018306,91.9
VIL018307,84.0
VIL018308,79.9
VIL018309,40.5
VIL018310,14.3
VIL018311,9.2
VIL018312,68.2
VIL018313,65.1
VIL018314,71.6
VIL018315,82.9
VIL018316,53.5
VIL018317,17.4
VIL018318,15.9
VIL018319,12.2
VIL018320,40.7
VIL018321,40.2
VIL018322,87.3
VIL018323,62.6
VIL018324,49.1
VIL018325,24.0
VIL018326,38.5
VIL018327,19.9
VIL018328,26.6
VIL018329,32.1
VIL018330,88.0
VIL018331,53.7
VIL018332,0.0
VIL018333,71.6
VIL018334,62.8
VIL018335,50.2
VIL018336,53.2
VIL018337,31.1
VIL018338,27.1
VIL018339,77.6
VIL018340,85.7
VIL018341,98.2
VIL018342,87.1
VIL018343,48.7
VIL018344,31.7
VIL018345,36.0
VIL018346,94.9
VIL018347,44.5
VIL018348,41.9
VIL018349,56.5
VIL018350,53.6
VIL018351,29.1
VIL018352,50.7
VIL018353,30.5
VIL018354,13.2
VIL018355,59.9
VIL018356,47.9
VIL018357,63.0
VIL018358,34.4
VIL018359,23.3
VIL018360,50.3
VIL018361,48.9
VIL018362,18.3
VIL018363,21.5
VIL018364,46.0
VIL018365,6.9
VIL018366,100.0
VIL018367,26.0
VIL018368,23.3
VIL018369,25.3
VIL018370,78.7
VIL018371,20.4
VIL018372,100.0
VIL018373,91.1
VIL018374,37.6
VIL018375,46.5
VIL018376,58.0
VIL018377,40.7
VIL018378,58.7
VIL018379,65.8
VIL018380,35.7
VIL018381,9.3
VIL018382,37.9
VIL018383,68.5
VIL018384,34.5
VIL018385,68.6
VIL018386,93.2
VIL018387,14.4
VIL018388,52.1
VIL018389,38.2
VIL018390,42.7
VIL018391,20.7
VIL018392,34.1
VIL018393,33.2
VIL018394,44.3
VIL018395,84.7
VIL018396,23.8
VIL018397,12.1
VIL018398,50.4
VIL018399,14.3
VIL018400,92.0
VIL018401,45.1
VIL018402,11.4
VIL018403,76.4
VIL018404,31.8
VIL018405,31.9
VIL018406,50.5
VIL018407,16.1
VIL018408,40.6
VIL018409,60.0
VIL018410,65.5
VIL018411,33.5
VIL018412,25.5
VIL018413,53.4
VIL018414,11.2
VIL018415,35.8
VIL018416,30.0
VIL018417,49.8
VIL018418,36.8
VIL018419,28.2
VIL018420,72.2
VIL018421,44.3
VIL018422,93.4
VIL018423,28.5
VIL018424,51.5
VIL018425,6.9
VIL018426,85.9
VIL018427,45.7
VIL018428,16.0
VIL018429,55.0
VIL018430,46.0
VIL018431,80.3
VIL018432,8.8
VIL018433,71.3
VIL018434,73.6
VIL018435,18.2
VIL018436,41.9
VIL018437,88.4
VIL018438,69.1
VIL018439,86.6
VIL018440,49.7
VIL018441,30.6
VIL018442,66.5
VIL018443,28.5
VIL018444,44.9
VIL018445,3.1
VIL018446,36.0
VIL018447,55.2
VIL018448,9.3
VIL018449,38.4
VIL018450,41.7
VIL018451,79.9
VIL018452,46.7
VIL018453,37.7
VIL018454,32.8
VIL018455,13.3
VIL018456,23.1
VIL018457,78.0
VIL018458,73.7
VIL018459,80.6
VIL018460,51.0
VIL018461,84.7
VIL018462,74.7
VIL018463,2.1
VIL018464,25.8
VIL018465,68.9
VIL018466,49.1
VIL018467,6.6
VIL018468,48.5
VIL018469,37.8
VIL018470,43.6
VIL018471,4.4
VIL018472,86.6
VIL018473,40.1
VIL018474,17.5
VIL018475,46.5
VIL018476,69.0
VIL018477,19.6
VIL018478,74.7
VIL018479,47.1
VIL018480,32.4
VIL018481,30.9
VIL018482,2.0
VIL018483,55.5
VIL018484,66.3
VIL018485,54.3
VIL018486,9.3
VIL018487,27.5
VIL018488,73.4
VIL018489,63.0
VIL018490,38.7
VIL018491,13.5
VIL018492,85.3
VIL018493,100.0
VIL018494,80.5
VIL018495,16.4
VIL018496,32.7
VIL018497,33.4
VIL018498,19.5
VIL018499,53.7
VIL018500,36.5
VIL018501,52.1
VIL018502,56.7
VIL018503,23.4
VIL018504,100.0
VIL018505,36.0
VIL018506,60.8
VIL018507,84.2
VIL018508,41.3
VIL018509,24.3
VIL018510,52.4
VIL018511,92.2
VIL018512,37.9
VIL018513,21.2
VIL018514,78.9
VIL018515,49.3
VIL018516,33.8
VIL018517,44.2
VIL018518,13.1
VIL018519,36.7
VIL018520,9.8
VIL018521,59.0
VIL018522,66.7
VIL018523,42.9
VIL018524,41.7
VIL018525,22.7
VIL018526,23.3
VIL018527,13.9
VIL018528,43.7
VIL018529,79.3
VIL018530,31.3
VIL018531,38.2
VIL018532,60.7
VIL018533,31.0
VIL018534,2.0
VIL018535,100.0
VIL018536,20.5
VIL018537,52.3
VIL018538,1.6
VIL018539,93.1
VIL018540,85.9
VIL018541,40.7
VIL018542,98.8
VIL018543,100.0
VIL018544,26.5
VIL018545,11.8
VIL018546,40.7
VIL018547,100.0
VIL018548,43.0
VIL018549,16.9
VIL018550,52.8
VIL018551,43.9
VIL018552,45.2
VIL018553,76.1
VIL018554,31.3
VIL018555,0.8
VIL018556,28.1
VIL018557,45.5
VIL018558,48.5
VIL018559,84.9
VIL018560,90.2
VIL018561,39.1
VIL018562,45.7
VIL018563,45.1
VIL018564,61.9
VIL018565,34.7
VIL018566,72.4
VIL018567,50.3
VIL018568,41.6
VIL018569,100.0
VIL018570,57.0
VIL018571,46.3
VIL018572,42.8
VIL018573,75.7
VIL018574,42.7
VIL018575,46.2
VIL018576,10.0
VIL018577,83.3
VIL018578,39.4
VIL018579,39.9
VIL018580,38.9
VIL018581,22.7
VIL018582,17.9
VIL018583,91.1
VIL018584,68.7
VIL018585,7.5
VIL018586,18.4
VIL018587,77.4
VIL018588,67.2
VIL018589,1.8
VIL018590,44.9
VIL018591,31.6
VIL018592,12.4
VIL018593,69.5
VIL018594,57.7
VIL018595,38.0
VIL018596,0.0
VIL018597,8.4
VIL018598,36.7
VIL018599,21.5
VIL018600,32.6
VIL018601,32.8
VIL018602,19.2
VIL018603,50.3
VIL018604,37.3
VIL018605,79.7
VIL018606,78.6
VIL018607,29.3
VIL018608,91.1
VIL018609,75.9
VIL018610,24.9
VIL018611,25.5
VIL018612,67.1
VIL018613,30.8
VIL018614,69.5
VIL018615,79.1
VIL018616,91.8
VIL018617,33.3
VIL018618,35.9
VIL018619,57.8
VIL018620,98.5
VIL018621,70.0
VIL018622,90.9
VIL018623,73.1
VIL018624,51.3
VIL018625,94.8
VIL018626,22.5
VIL018627,49.0
VIL018628,47.7
VIL018629,53.2
VIL018630,18.0
VIL018631,25.0
VIL018632,66.9
VIL018633,23.8
VIL018634,46.6
VIL018635,95.0
VIL018636,35.5
VIL018637,90.7
VIL018638,58.3
VIL018639,63.9
VIL018640,39.3
VIL018641,100.0
VIL018642,75.2
VIL018643,57.0
VIL018644,53.4
VIL018645,98.7
VIL018646,26.6
VIL018647,63.4
VIL018648,61.0
VIL018649,26.8
VIL018650,30.0
VIL018651,13.3
VIL018652,34.6
VIL018653,35.6
VIL018654,69.4
VIL018655,70.7
VIL018656,28.2
VIL018657,89.8
VIL018658,91.6
VIL018659,41.6
VIL018660,53.5
VIL018661,65.4
VIL018662,35.6
VIL018663,89.7
VIL018664,4.0
VIL018665,100.0
VIL018666,36.2
VIL018667,15.4
VIL018668,19.5
VIL018669,11.8
VIL018670,4.7
VIL018671,38.0
VIL018672,89.8
VIL018673,26.7
VIL018674,12.8
VIL018675,67.8
VIL018676,17.5
VIL018677,51.4
VIL018678,56.4
VIL018679,64.7
VIL018680,52.4
VIL018681,47.8
VIL018682,73.5
VIL018683,14.3
VIL018684,14.5
VIL018685,55.7
VIL018686,38.0
VIL018687,33.3
VIL018688,90.5
VIL018689,34.6
VIL018690,69.4
VIL018691,30.6
VIL018692,25.3
VIL018693,89.4
VIL018694,83.7
VIL018695,26.6
VIL018696,6.6
VIL018697,1.6
VIL018698,44.4
VIL018699,61.8
VIL018700,15.2
VIL018701,47.1
VIL018702,47.9
VIL018703,32.2
VIL018704,37.3
VIL018705,15.0
VIL018706,39.0
VIL018707,85.8
VIL018708,45.6
VIL018709,100.0
VIL018710,94.9
VIL018711,37.5
VIL018712,0.0
VIL018713,43.3
VIL018714,32.3
VIL018715,18.1
VIL018716,61.2
VIL018717,28.2
VIL018718,39.3
VIL018719,26.6
VIL018720,10.6
VIL018721,44.4
VIL018722,47.4
VIL018723,83.0
VIL018724,57.2
VIL018725,15.8
VIL018726,48.4
VIL018727,16.3
VIL018728,48.7
VIL018729,41.0
VIL018730,8.2
VIL018731,36.9
VIL018732,53.6
VIL018733,43.9
VIL018734,58.6
VIL018735,19.6
VIL018736,90.7
VIL018737,35.3
VIL018738,54.3
VIL018739,12.0
VIL018740,87.2
VIL018741,45.5
VIL018742,50.5
VIL018743,10.2
VIL018744,25.0
VIL018745,41.0
VIL018746,37.7
VIL018747,6.7
VIL018748,49.8
VIL018749,48.1
VIL018750,27.1
VIL018751,89.5
VIL018752,15.9
VIL018753,12.3
VIL018754,55.0
VIL018755,25.8
VIL018756,11.2
VIL018757,11.5
VIL018758,42.1
VIL018759,96.1
VIL018760,36.6
VIL018761,10.3
VIL018762,55.7
VIL018763,42.6
VIL018764,35.4
VIL018765,93.6
VIL018766,93.3
VIL018767,8.7
VIL018768,13.8
VIL018769,5.0
VIL018770,40.5
VIL018771,67.1
VIL018772,79.7
VIL018773,86.2
VIL018774,49.6
VIL018775,79.3
VIL018776,42.6
VIL018777,99.3
VIL018778,62.7
VIL018779,87.2
VIL018780,45.4
VIL018781,7.5
VIL018782,26.1
VIL018783,69.4
VIL018784,4.9
VIL018785,45.6
VIL018786,0.0
VIL018787,45.6
VIL018788,19.4
VIL018789,70.6
VIL018790,100.0
VIL018791,83.7
VIL018792,86.1
VIL018793,66.5
VIL018794,16.5
VIL018795,56.7
VIL018796,36.7
VIL018797,38.7
VIL018798,42.2
VIL018799,46.0
VIL018800,67.6
VIL018801,83.7
VIL018802,57.0
VIL018803,58.9
VIL018804,2.3
VIL018805,85.7
VIL018806,45.8
VIL018807,11.7
VIL018808,10.8
VIL018809,97.2
VIL018810,46.9
VIL018811,6.8
VIL018812,55.5
VIL018813,51.0
VIL018814,58.7
VIL018815,16.1
VIL018816,65.1
VIL018817,44.0
VIL018818,8.9
VIL018819,21.8
VIL018820,49.9
VIL018821,19.0
VIL018822,93.7
VIL018823,34.4
VIL018824,19.5
VIL018825,83.0
VIL018826,18.7
VIL018827,77.2
VIL018828,43.5
VIL018829,64.7
VIL018830,18.6
VIL018831,56.0
VIL018832,34.1
VIL018833,6.8
VIL018834,62.7
VIL018835,34.6
VIL018836,32.7
VIL018837,28.0
VIL018838,25.7
VIL018839,55.5
VIL018840,61.2
VIL018841,23.4
VIL018842,24.4
VIL018843,45.2
VIL018844,88.8
VIL018845,22.9
VIL018846,73.1
VIL018847,56.3
VIL018848,43.4
VIL018849,46.3
VIL018850,33.6
VIL018851,37.0
VIL018852,0.0
VIL018853,69.0
VIL018854,29.3
VIL018855,85.5
VIL018856,44.6
VIL018857,33.9
VIL018858,30.7
VIL018859,48.7
VIL018860,17.1
VIL018861,89.2
VIL018862,52.5
VIL018863,47.1
VIL018864,93.3
VIL018865,34.7
VIL018866,18.4
VIL018867,56.6
VIL018868,33.9
VIL018869,67.5
VIL018870,3.7
VIL018871,8.9
VIL018872,6.7
VIL018873,40.8
VIL018874,14.6
VIL018875,41.9
VIL018876,26.8
VIL018877,54.5
VIL018878,13.9
VIL018879,49.5
VIL018880,51.0
VIL018881,33.8
VIL018882,100.0
VIL018883,34.8
VIL018884,61.7
VIL018885,22.3
VIL018886,12.7
VIL018887,31.5
VIL018888,79.9
VIL018889,47.8
VIL018890,12.7
VIL018891,80.7
VIL018892,79.8
VIL018893,68.0
VIL018894,39.5
VIL018895,61.5
VIL018896,65.8
VIL018897,78.5
VIL018898,31.9
VIL018899,93.4
VIL018900,20.5
VIL018901,42.3
VIL018902,54.6
VIL018903,72.4
VIL018904,49.0
VIL018905,100.0
VIL018906,97.4
VIL018907,55.8
VIL018908,69.4
VIL018909,3.1
VIL018910,43.6
VIL018911,59.3
VIL018912,41.1
VIL018913,71.5
VIL018914,19.7
VIL018915,96.8
VIL018916,0.0
VIL018917,28.1
VIL018918,50.6
VIL018919,24.8
VIL018920,54.6
VIL018921,49.8
VIL018922,44.4
VIL018923,37.6
VIL018924,39.1
VIL018925,34.5
VIL018926,65.6
VIL018927,36.7
VIL018928,9.6
VIL018929,62.4
VIL018930,20.8
VIL018931,15.8
VIL018932,52.1
VIL018933,40.4
VIL018934,18.7
VIL018935,88.6
VIL018936,10.4
VIL018937,51.1
VIL018938,18.5
VIL018939,63.0
VIL018940,31.5
VIL018941,47.2
VIL018942,26.7
VIL018943,87.8
VIL018944,44.8
VIL018945,68.1
VIL018946,62.6
VIL018947,15.7
VIL018948,39.3
VIL018949,74.7
VIL018950,1.7
VIL018951,36.1
VIL018952,21.9
VIL018953,40.7
VIL018954,24.3
VIL018955,52.6
VIL018956,50.8
VIL018957,55.9
VIL018958,0.1
VIL018959,39.5
VIL018960,76.2
VIL018961,17.1
VIL018962,100.0
VIL018963,0.6
VIL018964,60.5
VIL018965,54.9
VIL018966,40.4
VIL018967,23.7
VIL018968,80.6
VIL018969,63.1
VIL018970,81.2
VIL018971,27.7
VIL018972,12.3
VIL018973,48.1
VIL018974,26.7
VIL018975,27.9
VIL018976,81.2
VIL018977,38.8
VIL018978,33.9
VIL018979,49.5
VIL018980,34.9
VIL018981,35.7
VIL018982,23.7
VIL018983,35.7
VIL018984,51.7
VIL018985,96.3
VIL018986,53.7
VIL018987,28.9
VIL018988,46.4
VIL018989,27.4
VIL018990,32.8
VIL018991,23.2
VIL018992,17.5
VIL018993,95.2
VIL018994,35.2
VIL018995,66.7
VIL018996,57.6
VIL018997,19.3
VIL018998,44.1
VIL018999,50.4
VIL019000,44.5
VIL019001,43.4
VIL019002,53.1
VIL019003,20.3
VIL019004,58.6
VIL019005,74.1
VIL019006,79.4
VIL019007,47.6
VIL019008,44.7
VIL019009,3.6
VIL019010,35.5
VIL019011,23.2
VIL019012,5.7
VIL019013,68.8
VIL019014,47.9
VIL019015,50.3
VIL019016,53.0
VIL019017,17.3
VIL019018,24.9
VIL019019,39.2
VIL019020,19.2
VIL019021,47.7
VIL019022,97.6
VIL019023,77.3
VIL019024,18.3
VIL019025,39.5
VIL019026,20.3
VIL019027,56.5
VIL019028,27.7
VIL019029,56.1
VIL019030,50.2
VIL019031,53.3
VIL019032,65.7
VIL019033,12.5
VIL019034,23.9
VIL019035,32.4
VIL019036,14.8
VIL019037,92.2
VIL019038,38.9
VIL019039,12.5
VIL019040,19.8
VIL019041,35.8
VIL019042,37.6
VIL019043,95.1
VIL019044,76.3
VIL019045,7.6
VIL019046,36.8
VIL019047,61.3
VIL019048,41.2
VIL019049,10.9
VIL019050,30.2
VIL019051,54.5
VIL019052,69.6
VIL019053,87.1
VIL019054,59.9
VIL019055,66.0
VIL019056,38.9
VIL019057,46.0
VIL019058,32.8
VIL019059,3.6
VIL019060,46.4
VIL019061,25.6
VIL019062,36.8
VIL019063,53.2
VIL019064,23.7
VIL019065,30.0
VIL019066,31.9
VIL019067,0.0
VIL019068,7.5
VIL019069,23.3
VIL019070,46.0
VIL019071,95.6
VIL019072,0.2
VIL019073,87.2
VIL019074,12.2
VIL019075,70.0
VIL019076,60.4
VIL019077,30.0
VIL019078,36.2
VIL019079,11.7
VIL019080,80.7
VIL019081,49.3
VIL019082,0.0
VIL019083,84.6
VIL019084,48.0
VIL019085,60.2
VIL019086,27.2
VIL019087,35.3
VIL019088,69.1
VIL019089,98.8
VIL019090,16.6
VIL019091,64.3
VIL019092,0.0
VIL019093,19.3
VIL019094,44.1
VIL019095,22.0
VIL019096,69.5
VIL019097,92.7
VIL019098,48.1
VIL019099,67.7
VIL019100,20.0
VIL019101,57.3
VIL019102,100.0
VIL019103,18.4
VIL019104,59.2
VIL019105,45.1
VIL019106,34.6
VIL019107,0.0
VIL019108,44.3
VIL019109,73.6
VIL019110,68.5
VIL019111,55.1
VIL019112,74.3
VIL019113,25.9
VIL019114,29.6
VIL019115,64.2
VIL019116,34.9
VIL019117,58.0
VIL019118,73.0
VIL019119,44.5
VIL019120,36.1
VIL019121,26.3
VIL019122,19.5
VIL019123,38.3
VIL019124,59.3
VIL019125,92.8
VIL019126,89.5
VIL019127,73.6
VIL019128,47.4
VIL019129,43.1
VIL019130,0.0
VIL019131,70.0
VIL019132,39.0
VIL019133,56.5
VIL019134,18.7
VIL019135,67.8
VIL019136,21.5
VIL019137,31.5
VIL019138,0.0
VIL019139,15.1
VIL019140,26.7
VIL019141,33.6
VIL019142,36.0
VIL019143,86.0
VIL019144,28.3
VIL019145,5.6
VIL019146,45.4
VIL019147,36.1
VIL019148,12.4
VIL019149,39.0
VIL019150,57.6
VIL019151,42.0
VIL019152,43.7
VIL019153,13.8
VIL019154,40.6
VIL019155,41.1
VIL019156,42.0
VIL019157,20.3
VIL019158,5.8
VIL019159,38.8
VIL019160,77.6
VIL019161,58.8
VIL019162,76.8
VIL019163,21.0
VIL019164,41.0
VIL019165,91.4
VIL019166,39.7
VIL019167,26.8
VIL019168,54.0
VIL019169,61.6
VIL019170,60.7
VIL019171,49.8
VIL019172,23.8
VIL019173,58.5
VIL019174,12.1
VIL019175,7.5
VIL019176,94.4
VIL019177,1.5
VIL019178,19.4
VIL019179,97.2
VIL019180,46.9
VIL019181,35.3
VIL019182,6.8
VIL019183,49.7
VIL019184,46.3
VIL019185,90.2
VIL019186,69.1
VIL019187,48.3
VIL019188,61.0
VIL019189,25.1
VIL019190,22.0
VIL019191,49.5
VIL019192,46.0
VIL019193,22.7
VIL019194,14.8
VIL019195,29.9
VIL019196,54.8
VIL019197,41.1
VIL019198,51.0
VIL019199,30.6
VIL019200,31.9
VIL019201,59.1
VIL019202,39.2
VIL019203,34.4
VIL019204,10.7
VIL019205,86.9
VIL019206,46.3
VIL019207,28.1
VIL019208,29.0
VIL019209,7.5
VIL019210,26.9
VIL019211,70.7
VIL019212,93.6
VIL019213,24.8
VIL019214,48.0
VIL019215,10.9
VIL019216,46.3
VIL019217,54.2
VIL019218,63.2
VIL019219,28.5
VIL019220,41.4
VIL019221,8.4
VIL019222,79.2
VIL019223,22.1
VIL019224,52.1
VIL019225,37.4
VIL019226,53.5
VIL019227,71.1
VIL019228,40.9
VIL019229,100.0
VIL019230,11.4
VIL019231,20.6
VIL019232,26.2
VIL019233,56.8
VIL019234,75.9
VIL019235,65.0
VIL019236,57.3
VIL019237,30.4
VIL019238,35.4
VIL019239,100.0
VIL019240,15.2
VIL019241,4.9
VIL019242,100.0
VIL019243,52.1
VIL019244,54.6
VIL019245,59.5
VIL019246,9.0
VIL019247,25.2
VIL019248,17.4
VIL019249,100.0
VIL019250,69.7
VIL019251,58.8
VIL019252,49.1
VIL019253,41.9
VIL019254,46.2
VIL019255,18.9
VIL019256,5.3
VIL019257,28.4
VIL019258,53.1
VIL019259,55.6
VIL019260,22.5
VIL019261,16.3
VIL019262,43.8
VIL019263,9.7
VIL019264,41.4
VIL019265,29.9
VIL019266,44.7
VIL019267,86.5
VIL019268,73.5
VIL019269,64.3
VIL019270,100.0
VIL019271,44.7
VIL019272,26.6
VIL019273,27.9
VIL019274,0.0
VIL019275,69.1
VIL019276,39.1
VIL019277,78.4
VIL019278,15.9
VIL019279,14.7
VIL019280,40.7
VIL019281,32.3
VIL019282,43.5
VIL019283,70.5
VIL019284,45.7
VIL019285,65.7
VIL019286,50.8
VIL019287,24.3
VIL019288,33.7
VIL019289,68.3
VIL019290,100.0
VIL019291,18.8
VIL019292,99.9
VIL019293,50.9
VIL019294,35.4
VIL019295,20.1
VIL019296,56.1
VIL019297,42.7
VIL019298,18.4
VIL019299,9.7
VIL019300,51.0
VIL019301,30.9
VIL019302,36.2
VIL019303,15.0
VIL019304,48.2
VIL019305,55.8
VIL019306,29.0
VIL019307,44.0
VIL019308,15.8
VIL019309,77.4
VIL019310,38.7
VIL019311,66.8
VIL019312,39.2
VIL019313,31.8
VIL019314,37.1
VIL019315,4.8
VIL019316,48.6
VIL019317,51.0
VIL019318,13.8
VIL019319,21.0
VIL019320,100.0
VIL019321,8.6
VIL019322,7.0
VIL019323,17.3
VIL019324,51.9
VIL019325,100.0
VIL019326,20.0
VIL019327,62.8
VIL019328,31.8
VIL019329,30.9
VIL019330,38.2
VIL019331,9.0
VIL019332,63.4
VIL019333,21.9
VIL019334,9.1
VIL019335,70.2
VIL019336,39.5
VIL019337,55.8
VIL019338,57.0
VIL019339,69.2
VIL019340,36.5
VIL019341,63.0
VIL019342,32.8
VIL019343,90.5
VIL019344,36.4
VIL019345,56.3
VIL019346,37.2
VIL019347,84.3
VIL019348,5.0
VIL019349,45.6
VIL019350,33.8
VIL019351,46.7
VIL019352,39.7
VIL019353,9.5
VIL019354,64.0
VIL019355,31.9
VIL019356,79.2
VIL019357,19.4
VIL019358,49.9
VIL019359,25.9
VIL019360,30.6
VIL019361,22.7
VIL019362,48.6
VIL019363,51.5
VIL019364,44.0
VIL019365,59.3
VIL019366,28.6
VIL019367,36.0
VIL019368,82.0
VIL019369,27.7
VIL019370,26.1
VIL019371,89.1
VIL019372,47.4
VIL019373,84.7
VIL019374,8.9
VIL019375,61.1
VIL019376,42.5
VIL019377,56.8
VIL019378,53.0
VIL019379,59.8
VIL019380,55.5
VIL019381,39.9
VIL019382,43.5
VIL019383,48.4
VIL019384,36.9
VIL019385,43.2
VIL019386,38.0
VIL019387,31.6
VIL019388,58.0
VIL019389,68.5
VIL019390,42.1
VIL019391,78.3
VIL019392,18.6
VIL019393,57.7
VIL019394,7.4
VIL019395,90.7
VIL019396,49.6
VIL019397,83.0
VIL019398,35.0
VIL019399,38.0
VIL019400,69.0
VIL019401,55.0
VIL019402,63.3
VIL019403,22.1
VIL019404,31.8
VIL019405,28.0
VIL019406,9.9
VIL019407,4.5
VIL019408,84.9
VIL019409,0.0
VIL019410,69.6
VIL019411,39.9
VIL019412,75.9
VIL019413,48.5
VIL019414,42.4
VIL019415,2.8
VIL019416,41.0
VIL019417,17.1
VIL019418,49.2
VIL019419,39.3
VIL019420,44.4
VIL019421,89.1
VIL019422,51.2
VIL019423,46.6
VIL019424,55.7
VIL019425,58.0
VIL019426,36.0
VIL019427,69.7
VIL019428,47.0
VIL019429,99.3
VIL019430,60.8
VIL019431,15.7
VIL019432,17.4
VIL019433,75.6
VIL019434,54.3
VIL019435,66.2
VIL019436,42.0
VIL019437,41.1
VIL019438,38.7
VIL019439,25.0
VIL019440,76.2
VIL019441,71.1
VIL019442,23.2
VIL019443,24.1
VIL019444,15.2
VIL019445,48.7
VIL019446,81.7
VIL019447,85.3
VIL019448,45.1
VIL019449,29.8
VIL019450,49.3
VIL019451,38.6
VIL019452,46.2
VIL019453,41.1
VIL019454,79.8
VIL019455,42.9
VIL019456,50.7
