village_id,pmay_beneficiaries_per_1000hh
VIL013610,207.7
VIL013611,102.4
VIL013612,20.5
VIL013613,173.1
VIL013614,103.3
VIL013615,104.4
VIL013616,103.7
VIL013617,196.9
VIL013618,171.1
VIL013619,45.4
VIL013620,199.9
VIL013621,27.5
VIL013622,201.8
VIL013623,26.7
VIL013624,190.6
VIL013625,185.5
VIL013626,215.5
VIL013627,109.7
VIL013628,98.7
VIL013629,109.4
VIL013630,123.1
VIL013631,198.2
VIL013632,234.1
VIL013633,62.2
VIL013634,88.7
VIL013635,190.7
VIL013636,82.4
VIL013637,190.0
VIL013638,38.4
VIL013639,0.0
VIL013640,174.6
VIL013641,115.2
VIL013642,70.4
VIL013643,104.0
VIL013644,63.0
VIL013645,91.7
VIL013646,31.9
VIL013647,77.8
VIL013648,156.2
VIL013649,42.3
VIL013650,166.7
VIL013651,68.7
VIL013652,288.0
VIL013653,196.7
VIL013654,75.3
VIL013655,98.9
VIL013656,81.2
VIL013657,270.5
VIL013658,246.6
VIL013659,182.6
VIL013660,210.7
VIL013661,159.2
VIL013662,66.8
VIL013663,90.3
VIL013664,102.2
VIL013665,42.6
VIL013666,229.1
VIL013667,21.3
VIL013668,23.7
VIL013669,213.7
VIL013670,122.2
VIL013671,87.3
VIL013672,197.7
VIL013673,78.0
VIL013674,67.5
VIL013675,185.3
VIL013676,255.9
VIL013677,92.6
VIL013678,100.6
VIL013679,74.7
VIL013680,215.0
VIL013681,80.6
VIL013682,146.0
VIL013683,251.5
VIL013684,139.1
VIL013685,208.9
VIL013686,45.8
VIL013687,85.6
VIL013688,26.1
VIL013689,192.1
VIL013690,133.5
VIL013691,170.5
VIL013692,21.3
VIL013693,80.1
VIL013694,60.8
VIL013695,231.2
VIL013696,56.5
VIL013697,93.1
VIL013698,174.2
VIL013699,90.8
VIL013700,69.5
VIL013701,105.5
VIL013702,133.1
VIL013703,97.0
VIL013704,112.0
VIL013705,116.2
VIL013706,145.2
VIL013707,203.1
VIL013708,121.6
VIL013709,220.5
VIL013710,185.9
VIL013711,265.9
VIL013712,149.7
VIL013713,176.2
VIL013714,90.7
VIL013715,186.3
VIL013716,147.0
VIL013717,119.0
VIL013718,16.6
VIL013719,234.2
VIL013720,145.4
VIL013721,102.1
VIL013722,152.7
VIL013723,115.4
VIL013724,166.0
VIL013725,98.4
VIL013726,41.5
VIL013727,274.5
VIL013728,91.7
VIL013729,197.8
VIL013730,48.8
VIL013731,20.7
VIL013732,78.4
VIL013733,143.9
VIL013734,96.3
VIL013735,126.3
VIL013736,81.5
VIL013737,31.2
VIL013738,269.2
VIL013739,88.7
VIL013740,23.0
VIL013741,234.7
VIL013742,41.2
VIL013743,83.6
VIL013744,165.7
VIL013745,0.0
VIL013746,105.1
VIL013747,86.4
VIL013748,65.5
VIL013749,117.1
VIL013750,136.4
VIL013751,68.3
VIL013752,178.9
VIL013753,132.6
VIL013754,117.0
VIL013755,69.1
VIL013756,123.8
VIL013757,166.4
VIL013758,184.3
VIL013759,182.8
VIL013760,121.9
VIL013761,247.0
VIL013762,189.8
VIL013763,85.3
VIL013764,145.9
VIL013765,200.7
VIL013766,214.5
VIL013767,0.0
VIL013768,91.0
VIL013769,217.2
VIL013770,47.1
VIL013771,0.0
VIL013772,29.8
VIL013773,206.0
VIL013774,103.8
VIL013775,108.4
VIL013776,153.7
VIL013777,26.3
VIL013778,215.6
VIL013779,92.4
VIL013780,11.5
VIL013781,88.9
VIL013782,180.5
VIL013783,39.0
VIL013784,155.4
VIL013785,189.1
VIL013786,41.9
VIL013787,73.9
VIL013788,56.4
VIL013789,15.7
VIL013790,121.0
VIL013791,98.8
VIL013792,23.0
VIL013793,56.0
VIL013794,110.2
VIL013795,162.4
VIL013796,33.5
VIL013797,31.3
VIL013798,10.0
VIL013799,271.0
VIL013800,35.0
VIL013801,241.7
VIL013802,45.3
VIL013803,235.9
VIL013804,108.1
VIL013805,165.8
VIL013806,156.8
VIL013807,72.1
VIL013808,87.3
VIL013809,88.4
VIL013810,217.3
VIL013811,59.0
VIL013812,96.0
VIL013813,153.8
VIL013814,22.9
VIL013815,197.2
VIL013816,133.3
VIL013817,124.6
VIL013818,67.5
VIL013819,257.6
VIL013820,287.3
VIL013821,163.6
VIL013822,49.0
VIL013823,122.5
VIL013824,72.4
VIL013825,207.6
VIL013826,92.9
VIL013827,199.8
VIL013828,203.0
VIL013829,164.3
VIL013830,162.7
VIL013831,142.1
VIL013832,96.1
VIL013833,44.1
VIL013834,83.7
VIL013835,73.5
VIL013836,66.4
VIL013837,100.3
VIL013838,196.6
VIL013839,63.7
VIL013840,187.9
VIL013841,133.1
VIL013842,40.8
VIL013843,108.2
VIL013844,221.8
VIL013845,246.3
VIL013846,122.8
VIL013847,265.8
VIL013848,216.7
VIL013849,123.3
VIL013850,111.8
VIL013851,93.1
VIL013852,93.2
VIL013853,141.4
VIL013854,47.8
VIL013855,109.2
VIL013856,132.8
VIL013857,122.8
VIL013858,202.2
VIL013859,157.8
VIL013860,43.6
VIL013861,6.3
VIL013862,99.7
VIL013863,44.9
VIL013864,44.5
VIL013865,58.5
VIL013866,30.2
VIL013867,103.8
VIL013868,123.8
VIL013869,84.2
VIL013870,140.0
VIL013871,57.2
VIL013872,61.9
VIL013873,35.0
VIL013874,97.1
VIL013875,171.5
VIL013876,265.9
VIL013877,37.6
VIL013878,27.3
VIL013879,165.4
VIL013880,128.6
VIL013881,250.5
VIL013882,71.1
VIL013883,107.5
VIL013884,152.1
VIL013885,58.0
VIL013886,40.9
VIL013887,160.9
VIL013888,148.3
VIL013889,141.1
VIL013890,30.6
VIL013891,151.9
VIL013892,134.4
VIL013893,153.0
VIL013894,120.2
VIL013895,65.4
VIL013896,60.2
VIL013897,210.8
VIL013898,159.5
VIL013899,167.4
VIL013900,196.9
VIL013901,111.7
VIL013902,62.1
VIL013903,53.9
VIL013904,238.8
VIL013905,113.2
VIL013906,98.2
VIL013907,254.4
VIL013908,95.1
VIL013909,93.9
VIL013910,204.0
VIL013911,207.1
VIL013912,43.9
VIL013913,0.0
VIL013914,73.4
VIL013915,36.9
VIL013916,138.6
VIL013917,62.2
VIL013918,64.6
VIL013919,94.3
VIL013920,133.6
VIL013921,195.4
VIL013922,211.9
VIL013923,233.6
VIL013924,250.7
VIL013925,99.3
VIL013926,231.6
VIL013927,229.8
VIL013928,17.6
VIL013929,61.1
VIL013930,95.0
VIL013931,4.6
VIL013932,241.9
VIL013933,49.4
VIL013934,97.5
VIL013935,150.3
VIL013936,27.6
VIL013937,88.5
VIL013938,114.1
VIL013939,242.6
VIL013940,213.1
VIL013941,13.8
VIL013942,225.4
VIL013943,133.4
VIL013944,182.9
VIL013945,27.3
VIL013946,207.7
VIL013947,149.7
VIL013948,147.0
VIL013949,46.6
VIL013950,137.3
VIL013951,59.7
VIL013952,38.3
VIL013953,235.1
VIL013954,64.1
VIL013955,104.4
VIL013956,98.9
VIL013957,254.4
VIL013958,107.9
VIL013959,0.0
VIL013960,88.2
VIL013961,81.8
VIL013962,200.3
VIL013963,161.6
VIL013964,72.9
VIL013965,59.5
VIL013966,24.0
VIL013967,81.2
VIL013968,52.3
VIL013969,233.0
VIL013970,214.3
VIL013971,154.0
VIL013972,66.3
VIL013973,49.1
VIL013974,114.3
VIL013975,113.9
VIL013976,128.5
VIL013977,113.6
VIL013978,60.7
VIL013979,245.3
VIL013980,143.6
VIL013981,85.6
VIL013982,251.3
VIL013983,91.6
VIL013984,21.0
VIL013985,106.3
VIL013986,154.1
VIL013987,17.3
VIL013988,100.0
VIL013989,172.4
VIL013990,89.3
VIL013991,85.9
VIL013992,204.5
VIL013993,111.6
VIL013994,218.9
VIL013995,177.4
VIL013996,47.0
VIL013997,200.7
VIL013998,147.9
VIL013999,119.7
VIL014000,152.9
VIL014001,96.7
VIL014002,0.0
VIL014003,120.1
VIL014004,137.6
VIL014005,72.6
VIL014006,160.0
VIL014007,22.6
VIL014008,121.1
VIL014009,75.9
VIL014010,81.0
VIL014011,4.2
VIL014012,117.0
VIL014013,177.3
VIL014014,90.1
VIL014015,233.5
VIL014016,122.6
VIL014017,120.8
VIL014018,73.2
VIL014019,200.8
VIL014020,101.5
VIL014021,121.8
VIL014022,18.8
VIL014023,94.1
VIL014024,127.0
VIL014025,104.1
VIL014026,143.7
VIL014027,153.8
VIL014028,223.2
VIL014029,102.7
VIL014030,239.9
VIL014031,42.1
VIL014032,18.8
VIL014033,204.2
VIL014034,46.7
VIL014035,74.4
VIL014036,65.2
VIL014037,147.3
VIL014038,193.9
VIL014039,188.0
VIL014040,179.1
VIL014041,220.3
VIL014042,33.6
VIL014043,126.5
VIL014044,180.2
VIL014045,139.0
VIL014046,171.3
VIL014047,110.8
VIL014048,51.8
VIL014049,137.2
VIL014050,36.1
VIL014051,250.5
VIL014052,94.1
VIL014053,53.7
VIL014054,240.2
VIL014055,213.3
VIL014056,192.3
VIL014057,48.7
VIL014058,177.4
VIL014059,28.0
VIL014060,53.8
VIL014061,112.8
VIL014062,253.2
VIL014063,293.0
VIL014064,66.5
VIL014065,0.0
VIL014066,115.2
VIL014067,6.2
VIL014068,240.0
VIL014069,140.9
VIL014070,208.5
VIL014071,242.5
VIL014072,0.0
VIL014073,114.6
VIL014074,258.5
VIL014075,73.9
VIL014076,66.1
VIL014077,53.5
VIL014078,27.9
VIL014079,110.3
VIL014080,155.7
VIL014081,125.9
VIL014082,65.0
VIL014083,150.9
VIL014084,143.8
VIL014085,151.7
VIL014086,10.6
VIL014087,36.1
VIL014088,166.3
VIL014089,182.6
VIL014090,65.7
VIL014091,245.0
VIL014092,160.3
VIL014093,71.0
VIL014094,82.3
VIL014095,68.5
VIL014096,70.8
VIL014097,51.3
VIL014098,0.0
VIL014099,0.0
VIL014100,63.7
VIL014101,9.4
VIL014102,69.5
VIL014103,57.2
VIL014104,112.9
VIL014105,27.4
VIL014106,146.8
VIL014107,133.2
VIL014108,19.5
VIL014109,212.7
VIL014110,54.6
VIL014111,95.3
VIL014112,135.2
VIL014113,211.6
VIL014114,126.1
VIL014115,30.0
VIL014116,198.0
VIL014117,204.8
VIL014118,92.8
VIL014119,194.8
VIL014120,90.9
VIL014121,129.8
VIL014122,56.0
VIL014123,194.5
VIL014124,51.6
VIL014125,30.4
VIL014126,25.8
VIL014127,71.8
VIL014128,75.0
VIL014129,72.0
VIL014130,141.8
VIL014131,175.9
VIL014132,178.5
VIL014133,226.4
VIL014134,75.4
VIL014135,42.6
VIL014136,92.6
VIL014137,66.7
VIL014138,57.5
VIL014139,93.1
VIL014140,18.6
VIL014141,63.8
VIL014142,111.1
VIL014143,199.3
VIL014144,232.1
VIL014145,17.8
VIL014146,84.1
VIL014147,69.0
VIL014148,207.0
VIL014149,103.1
VIL014150,27.8
VIL014151,21.3
VIL014152,133.9
VIL014153,159.2
VIL014154,103.1
VIL014155,113.0
VIL014156,49.2
VIL014157,23.2
VIL014158,119.4
VIL014159,102.9
VIL014160,222.4
VIL014161,140.6
VIL014162,9.9
VIL014163,207.1
VIL014164,112.2
VIL014165,208.8
VIL014166,105.7
VIL014167,66.0
VIL014168,95.2
VIL014169,232.9
VIL014170,194.1
VIL014171,210.4
VIL014172,7.9
VIL014173,121.1
VIL014174,176.0
VIL014175,56.0
VIL014176,24.7
VIL014177,57.2
VIL014178,167.6
VIL014179,218.5
VIL014180,128.1
VIL014181,60.4
VIL014182,89.9
VIL014183,49.1
VIL014184,209.5
VIL014185,118.6
VIL014186,98.1
VIL014187,65.4
VIL014188,73.2
VIL014189,36.7
VIL014190,87.7
VIL014191,203.9
VIL014192,245.1
VIL014193,107.4
VIL014194,100.7
VIL014195,251.9
VIL014196,114.5
VIL014197,25.7
VIL014198,86.9
VIL014199,193.0
VIL014200,167.9
VIL014201,51.5
VIL014202,13.3
VIL014203,112.0
VIL014204,9.2
VIL014205,0.0
VIL014206,105.8
VIL014207,263.7
VIL014208,71.3
VIL014209,112.1
VIL014210,106.5
VIL014211,0.0
VIL014212,112.5
VIL014213,79.3
VIL014214,146.0
VIL014215,275.2
VIL014216,74.3
VIL014217,193.5
VIL014218,222.7
VIL014219,203.6
VIL014220,102.6
VIL014221,86.0
VIL014222,208.1
VIL014223,162.2
VIL014224,167.2
VIL014225,236.8
VIL014226,187.7
VIL014227,96.0
VIL014228,217.2
VIL014229,188.5
VIL014230,99.5
VIL014231,105.4
VIL014232,193.8
VIL014233,72.0
VIL014234,93.4
VIL014235,57.7
VIL014236,147.8
VIL014237,99.6
VIL014238,236.1
VIL014239,209.6
VIL014240,88.9
VIL014241,46.3
VIL014242,142.8
VIL014243,132.4
VIL014244,102.1
VIL014245,109.5
VIL014246,198.9
VIL014247,86.9
VIL014248,176.2
VIL014249,57.2
VIL014250,157.9
VIL014251,267.5
VIL014252,147.2
VIL014253,121.2
VIL014254,52.7
VIL014255,55.3
VIL014256,76.7
VIL014257,51.1
VIL014258,161.6
VIL014259,119.6
VIL014260,134.4
VIL014261,39.6
VIL014262,132.1
VIL014263,98.6
VIL014264,57.2
VIL014265,108.5
VIL014266,66.2
VIL014267,98.1
VIL014268,8.5
VIL014269,72.3
VIL014270,183.4
VIL014271,173.2
VIL014272,211.4
VIL014273,228.4
VIL014274,182.9
VIL014275,140.8
VIL014276,58.6
VIL014277,129.6
VIL014278,235.7
VIL014279,88.6
VIL014280,91.6
VIL014281,108.4
VIL014282,72.7
VIL014283,4.4
VIL014284,182.5
VIL014285,5.0
VIL014286,177.6
VIL014287,64.4
VIL014288,248.3
VIL014289,169.0
VIL014290,105.3
VIL014291,131.2
VIL014292,71.5
VIL014293,135.3
VIL014294,141.9
VIL014295,47.7
VIL014296,15.7
VIL014297,249.2
VIL014298,174.8
VIL014299,16.0
VIL014300,144.2
VIL014301,63.3
VIL014302,231.8
VIL014303,248.7
VIL014304,130.3
VIL014305,93.2
VIL014306,211.3
VIL014307,212.9
VIL014308,227.9
VIL014309,221.8
VIL014310,136.0
VIL014311,140.7
VIL014312,9.5
VIL014313,187.0
VIL014314,216.2
VIL014315,78.5
VIL014316,208.4
VIL014317,193.0
VIL014318,90.2
VIL014319,208.5
VIL014320,125.1
VIL014321,214.0
VIL014322,23.7
VIL014323,38.2
VIL014324,16.1
VIL014325,97.1
VIL014326,183.2
VIL014327,84.1
VIL014328,59.9
VIL014329,114.2
VIL014330,118.7
VIL014331,184.0
VIL014332,147.1
VIL014333,116.3
VIL014334,5.4
VIL014335,11.8
VIL014336,113.8
VIL014337,103.1
VIL014338,148.8
VIL014339,136.2
VIL014340,17.8
VIL014341,137.3
VIL014342,162.4
VIL014343,131.0
VIL014344,51.6
VIL014345,213.2
VIL014346,155.0
VIL014347,274.4
VIL014348,252.9
VIL014349,227.1
VIL014350,225.2
VIL014351,215.7
VIL014352,63.3
VIL014353,249.1
VIL014354,189.8
VIL014355,226.5
VIL014356,96.9
VIL014357,135.1
VIL014358,49.4
VIL014359,175.8
VIL014360,67.6
VIL014361,170.5
VIL014362,14.5
VIL014363,120.3
VIL014364,71.4
VIL014365,113.0
VIL014366,106.8
VIL014367,16.2
VIL014368,43.5
VIL014369,122.2
VIL014370,16.9
VIL014371,70.4
VIL014372,79.9
VIL014373,129.5
VIL014374,33.3
VIL014375,0.0
VIL014376,124.4
VIL014377,72.4
VIL014378,84.7
VIL014379,157.7
VIL014380,227.5
VIL014381,31.6
VIL014382,17.0
VIL014383,208.2
VIL014384,25.3
VIL014385,26.6
VIL014386,80.7
VIL014387,0.0
VIL014388,116.8
VIL014389,80.2
VIL014390,124.1
VIL014391,22.2
VIL014392,117.4
VIL014393,125.3
VIL014394,242.5
VIL014395,141.4
VIL014396,98.2
VIL014397,156.5
VIL014398,77.0
VIL014399,200.1
VIL014400,197.8
VIL014401,191.9
VIL014402,174.2
VIL014403,146.6
VIL014404,174.2
VIL014405,149.0
VIL014406,233.3
VIL014407,126.5
VIL014408,105.5
VIL014409,116.4
VIL014410,227.7
VIL014411,103.1
VIL014412,22.2
VIL014413,131.5
VIL014414,85.3
VIL014415,44.6
VIL014416,0.0
VIL014417,50.3
VIL014418,0.0
VIL014419,256.4
VIL014420,69.6
VIL014421,148.7
VIL014422,65.5
VIL014423,225.8
VIL014424,231.9
VIL014425,48.8
VIL014426,0.0
VIL014427,115.0
VIL014428,141.1
VIL014429,165.8
VIL014430,66.7
VIL014431,83.7
VIL014432,109.5
VIL014433,74.1
VIL014434,107.3
VIL014435,166.6
VIL014436,120.1
VIL014437,90.9
VIL014438,94.0
VIL014439,22.8
VIL014440,68.5
VIL014441,170.6
VIL014442,181.1
VIL014443,38.1
VIL014444,63.4
VIL014445,219.2
VIL014446,94.0
VIL014447,194.6
VIL014448,281.9
VIL014449,10.4
VIL014450,59.2
VIL014451,113.8
VIL014452,92.1
VIL014453,54.0
VIL014454,152.3
VIL014455,168.4
VIL014456,204.2
VIL014457,100.2
VIL014458,96.0
VIL014459,13.5
VIL014460,118.9
VIL014461,249.1
VIL014462,99.1
VIL014463,84.3
VIL014464,11.6
VIL014465,74.7
VIL014466,37.5
VIL014467,22.3
VIL014468,77.5
VIL014469,199.1
VIL014470,111.7
VIL014471,44.4
VIL014472,209.1
VIL014473,198.7
VIL014474,133.8
VIL014475,138.6
VIL014476,24.8
VIL014477,91.7
VIL014478,96.3
VIL014479,130.9
VIL014480,197.0
VIL014481,178.5
VIL014482,118.9
VIL014483,153.6
VIL014484,213.4
VIL014485,136.7
VIL014486,213.6
VIL014487,79.9
VIL014488,242.4
VIL014489,68.8
VIL014490,71.2
VIL014491,48.6
VIL014492,144.4
VIL014493,44.6
VIL014494,143.5
VIL014495,192.5
VIL014496,53.1
VIL014497,125.8
VIL014498,67.8
VIL014499,77.6
VIL014500,64.5
VIL014501,82.7
VIL014502,126.2
VIL014503,179.3
VIL014504,145.9
VIL014505,136.9
VIL014506,51.7
VIL014507,90.5
VIL014508,152.1
VIL014509,33.0
VIL014510,88.9
VIL014511,49.5
VIL014512,139.6
VIL014513,256.5
VIL014514,155.3
VIL014515,188.4
VIL014516,174.0
VIL014517,112.4
VIL014518,114.3
VIL014519,180.0
VIL014520,116.1
VIL014521,118.5
VIL014522,56.8
VIL014523,154.7
VIL014524,175.7
VIL014525,0.0
VIL014526,262.8
VIL014527,290.1
VIL014528,30.5
VIL014529,217.1
VIL014530,193.1
VIL014531,132.1
VIL014532,196.2
VIL014533,102.3
VIL014534,154.3
VIL014535,140.3
VIL014536,12.9
VIL014537,173.4
VIL014538,110.5
VIL014539,38.0
VIL014540,33.0
VIL014541,64.1
VIL014542,104.3
VIL014543,33.2
VIL014544,137.8
VIL014545,145.7
VIL014546,181.0
VIL014547,73.0
VIL014548,30.3
VIL014549,45.7
VIL014550,79.3
VIL014551,238.3
VIL014552,57.1
VIL014553,158.2
VIL014554,104.2
VIL014555,81.2
VIL014556,169.2
VIL014557,92.3
VIL014558,47.6
VIL014559,181.4
VIL014560,54.6
VIL014561,192.5
VIL014562,246.2
VIL014563,65.9
VIL014564,87.2
VIL014565,170.3
VIL014566,37.5
VIL014567,66.0
VIL014568,133.6
VIL014569,102.8
VIL014570,83.0
VIL014571,171.3
VIL014572,192.7
VIL014573,303.3
VIL014574,64.2
VIL014575,60.1
VIL014576,21.6
VIL014577,81.8
VIL014578,244.3
VIL014579,214.6
VIL014580,102.5
VIL014581,231.6
VIL014582,104.4
VIL014583,159.2
VIL014584,118.0
VIL014585,85.5
VIL014586,13.4
VIL014587,101.9
VIL014588,99.9
VIL014589,199.2
VIL014590,141.7
VIL014591,27.7
VIL014592,103.6
VIL014593,51.5
VIL014594,170.0
VIL014595,50.4
VIL014596,107.5
VIL014597,65.2
VIL014598,211.3
VIL014599,47.7
VIL014600,188.3
VIL014601,179.4
VIL014602,143.1
VIL014603,61.9
VIL014604,98.6
VIL014605,71.7
VIL014606,99.3
VIL014607,80.7
VIL014608,213.6
VIL014609,40.2
VIL014610,149.2
VIL014611,241.4
VIL014612,129.5
VIL014613,122.3
VIL014614,142.6
VIL014615,9.2
VIL014616,153.0
VIL014617,92.9
VIL014618,245.2
VIL014619,290.9
VIL014620,61.9
VIL014621,49.7
VIL014622,89.8
VIL014623,77.6
VIL014624,85.4
VIL014625,229.2
VIL014626,120.4
VIL014627,126.2
VIL014628,9.0
VIL014629,167.3
VIL014630,96.1
VIL014631,142.7
VIL014632,178.1
VIL014633,0.0
VIL014634,65.6
VIL014635,256.3
VIL014636,111.6
VIL014637,145.1
VIL014638,59.0
VIL014639,109.9
VIL014640,117.0
VIL014641,20.7
VIL014642,113.3
VIL014643,82.1
VIL014644,142.3
VIL014645,10.5
VIL014646,73.3
VIL014647,131.9
VIL014648,125.4
VIL014649,177.7
VIL014650,48.2
VIL014651,96.7
VIL014652,228.5
VIL014653,8.2
VIL014654,255.1
VIL014655,101.0
VIL014656,51.5
VIL014657,74.1
VIL014658,247.0
VIL014659,92.6
VIL014660,151.7
VIL014661,196.0
VIL014662,125.0
VIL014663,205.5
VIL014664,111.3
VIL014665,137.1
VIL014666,80.3
VIL014667,139.1
VIL014668,5.9
VIL014669,127.6
VIL014670,223.1
VIL014671,59.2
VIL014672,179.4
VIL014673,121.4
VIL014674,181.2
VIL014675,258.9
VIL014676,244.4
VIL014677,41.8
VIL014678,160.6
VIL014679,37.5
VIL014680,269.8
VIL014681,69.6
VIL014682,68.2
VIL014683,54.1
VIL014684,191.3
VIL014685,188.2
VIL014686,23.4
VIL014687,86.6
VIL014688,30.9
VIL014689,184.3
VIL014690,114.7
VIL014691,186.9
VIL014692,83.2
VIL014693,100.4
VIL014694,184.6
VIL014695,25.2
VIL014696,286.5
VIL014697,231.5
VIL014698,202.8
VIL014699,76.4
VIL014700,16.8
VIL014701,169.7
VIL014702,161.3
VIL014703,0.0
VIL014704,45.4
VIL014705,124.7
VIL014706,135.0
VIL014707,205.6
VIL014708,84.2
VIL014709,135.1
VIL014710,221.2
VIL014711,103.7
VIL014712,225.3
VIL014713,102.6
VIL014714,236.6
VIL014715,153.9
VIL014716,103.3
VIL014717,58.3
VIL014718,157.9
VIL014719,65.3
VIL014720,39.4
VIL014721,209.3
VIL014722,135.0
VIL014723,190.6
VIL014724,22.5
VIL014725,182.2
VIL014726,138.5
VIL014727,163.6
VIL014728,226.5
VIL014729,86.7
VIL014730,123.2
VIL014731,116.9
VIL014732,99.5
VIL014733,107.9
VIL014734,189.3
VIL014735,224.5
VIL014736,120.4
VIL014737,30.6
VIL014738,134.1
VIL014739,151.5
VIL014740,94.9
VIL014741,125.2
VIL014742,266.5
VIL014743,129.2
VIL014744,65.6
VIL014745,187.2
VIL014746,121.2
VIL014747,181.4
VIL014748,222.9
VIL014749,99.1
VIL014750,210.9
VIL014751,113.5
VIL014752,173.4
VIL014753,135.8
VIL014754,165.6
VIL014755,211.4
VIL014756,92.5
VIL014757,38.3
VIL014758,93.8
VIL014759,158.0
VIL014760,58.5
VIL014761,63.0
VIL014762,148.5
VIL014763,75.8
VIL014764,63.4
VIL014765,259.9
VIL014766,123.9
VIL014767,88.6
VIL014768,185.4
VIL014769,236.1
VIL014770,77.4
VIL014771,22.3
VIL014772,234.1
VIL014773,264.2
VIL014774,71.4
VIL014775,82.3
VIL014776,95.4
VIL014777,66.9
VIL014778,181.1
VIL014779,201.7
VIL014780,88.1
VIL014781,0.0
VIL014782,8.0
VIL014783,68.0
VIL014784,238.9
VIL014785,142.1
VIL014786,66.8
VIL014787,95.3
VIL014788,76.0
VIL014789,28.9
VIL014790,107.8
VIL014791,227.1
VIL014792,26.9
VIL014793,49.4
VIL014794,92.2
VIL014795,154.1
VIL014796,35.4
VIL014797,229.8
VIL014798,238.1
VIL014799,79.2
VIL014800,85.4
VIL014801,167.8
VIL014802,190.1
VIL014803,188.6
VIL014804,105.7
VIL014805,146.6
VIL014806,119.1
VIL014807,0.0
VIL014808,68.9
VIL014809,135.7
VIL014810,128.2
VIL014811,105.3
VIL014812,188.7
VIL014813,236.9
VIL014814,38.9
VIL014815,99.2
VIL014816,193.6
VIL014817,128.3
VIL014818,173.0
VIL014819,118.7
VIL014820,61.5
VIL014821,205.4
VIL014822,103.7
VIL014823,4.3
VIL014824,132.4
VIL014825,214.4
VIL014826,190.6
VIL014827,42.3
VIL014828,103.5
VIL014829,98.4
VIL014830,172.5
VIL014831,153.0
VIL014832,30.1
VIL014833,208.9
VIL014834,48.7
VIL014835,245.9
VIL014836,97.9
VIL014837,7.5
VIL014838,112.0
VIL014839,48.5
VIL014840,228.0
VIL014841,180.1
VIL014842,251.1
VIL014843,105.4
VIL014844,186.2
VIL014845,197.0
VIL014846,263.3
VIL014847,123.8
VIL014848,42.4
VIL014849,126.2
VIL014850,107.7
VIL014851,12.6
VIL014852,59.0
VIL014853,167.5
VIL014854,197.2
VIL014855,151.6
VIL014856,183.7
VIL014857,14.3
VIL014858,10.2
VIL014859,158.3
VIL014860,93.7
VIL014861,65.5
VIL014862,195.7
VIL014863,33.1
VIL014864,31.8
VIL014865,121.5
VIL014866,106.6
VIL014867,124.2
VIL014868,161.3
VIL014869,169.1
VIL014870,202.3
VIL014871,94.1
VIL014872,217.2
VIL014873,41.3
VIL014874,122.2
VIL014875,53.5
VIL014876,193.9
VIL014877,73.5
VIL014878,36.6
VIL014879,123.5
VIL014880,45.2
VIL014881,143.0
VIL014882,32.6
VIL014883,135.7
VIL014884,102.3
VIL014885,81.4
VIL014886,75.4
VIL014887,178.0
VIL014888,42.9
VIL014889,4.3
VIL014890,34.6
VIL014891,205.9
VIL014892,122.3
VIL014893,204.8
VIL014894,153.0
VIL014895,187.3
VIL014896,84.4
VIL014897,144.7
VIL014898,158.9
VIL014899,129.7
VIL014900,145.0
VIL014901,205.0
VIL014902,227.6
VIL014903,201.4
VIL014904,126.0
VIL014905,99.0
VIL014906,222.1
VIL014907,182.8
VIL014908,235.8
VIL014909,206.4
VIL014910,206.0
VIL014911,144.7
VIL014912,41.3
VIL014913,96.7
VIL014914,198.4
VIL014915,185.7
VIL014916,156.8
VIL014917,252.4
VIL014918,48.9
VIL014919,209.4
VIL014920,0.0
VIL014921,50.6
VIL014922,78.0
VIL014923,190.4
VIL014924,192.8
VIL014925,70.5
VIL014926,160.8
VIL014927,156.1
VIL014928,164.3
VIL014929,213.6
VIL014930,206.2
VIL014931,183.1
VIL014932,157.4
VIL014933,31.7
VIL014934,250.6
VIL014935,215.3
VIL014936,171.9
VIL014937,116.5
VIL014938,214.4
VIL014939,22.8
VIL014940,93.1
VIL014941,221.0
VIL014942,181.9
VIL014943,82.3
VIL014944,129.6
VIL014945,52.0
VIL014946,263.2
VIL014947,79.6
VIL014948,255.8
VIL014949,4.1
VIL014950,24.4
VIL014951,98.5
VIL014952,231.7
VIL014953,89.2
VIL014954,120.2
VIL014955,126.1
VIL014956,61.3
VIL014957,89.6
VIL014958,64.5
VIL014959,208.7
VIL014960,184.7
VIL014961,75.5
VIL014962,55.7
VIL014963,182.5
VIL014964,83.2
VIL014965,171.7
VIL014966,209.1
VIL014967,83.0
VIL014968,214.2
VIL014969,109.4
VIL014970,66.6
VIL014971,176.8
VIL014972,191.4
VIL014973,120.6
VIL014974,276.0
VIL014975,177.1
VIL014976,223.2
VIL014977,150.5
VIL014978,54.0
VIL014979,105.7
VIL014980,226.7
VIL014981,53.7
VIL014982,69.7
VIL014983,263.1
VIL014984,90.7
VIL014985,191.4
VIL014986,145.6
VIL014987,51.3
VIL014988,78.2
VIL014989,168.2
VIL014990,188.9
VIL014991,60.5
VIL014992,223.9
VIL014993,150.9
VIL014994,33.8
VIL014995,1.8
VIL014996,183.5
VIL014997,153.9
VIL014998,119.8
VIL014999,200.6
VIL015000,159.6
VIL015001,83.3
VIL015002,217.6
VIL015003,218.0
VIL015004,221.2
VIL015005,169.8
VIL015006,157.5
